uid,area,gerente,fecha,banda,calificacion,salario,seguro
R-7332,Assembly,Herlinda Thorp  ,2017-06-15,Banda 16,4,21699.7,1952.973
R-7340,Software,Jeni Buchman  ,2016-04-19,Banda 15,4,13972.2,698.61
R-7342,Finanzas,Noble Portis  ,2016-10-05,Banda 15,4,9081.6,726.528
R-7343,Software,Davina Farraj  ,2017-06-01,Banda 17,3,21715.0,1954.35
R-7345,Assembly,Mayme Gorney  ,2011-04-15,Banda 16,1,10760.25,860.82
R-7357,Software,Henry Maberry  ,2016-04-28,Banda 16,3,21864.0,1967.76
R-7358,Assembly,Quinn Coller  ,2017-05-20,Banda 15,2,8970.3,897.03
R-7361,Recursos Humanos,Adalberto Mcferrin  ,2012-08-15,Banda 15,4,9640.4,674.828
R-7365,Finanzas,Santa Brister  ,2011-10-30,Banda 17,5,30525.0,2747.25
R-7367,Hardware,Charisse Weist  ,2015-12-02,Banda 16,5,18837.5,941.875
R-7372,Business Services,Sandy Faison  ,2011-07-03,Banda 16,5,24948.75,1496.925
R-7376,Hardware,Coreen Washer  ,2013-03-07,Banda 16,2,19528.2,1952.82
R-7378,Hardware,Geraldo Marty  ,2014-01-12,Banda 17,3,29499.0,2654.91
R-7380,Assembly,Edyth Judkins  ,2017-03-08,Banda 15,3,8026.0,401.3
R-7381,Hardware,Aretha Newbern  ,2014-10-09,Banda 15,2,8526.6,426.33
R-7382,Finanzas,Susanna Vosburgh  ,2015-01-24,Banda 16,2,20204.1,1818.369
R-7383,Marketing,January Heslop  ,2013-11-03,Banda 16,3,18370.0,1469.6
R-7387,Finanzas,Daysi Armas  ,2013-05-09,Banda 16,4,23672.0,2130.48
R-7394,Administration,Kristan Botelho  ,2017-05-05,Banda 15,4,11346.5,794.255
R-7396,Hardware,Shannan Dingess  ,2013-08-20,Banda 17,3,24528.0,2452.8
R-7397,Ventas,Audrie Ehlert  ,2012-12-03,Banda 15,3,13583.0,679.15
R-7403,Finanzas,Kristan Botelho  ,2014-03-05,Banda 15,2,8778.6,438.93
R-7407,Gerencia,January Heslop  ,2017-05-22,Banda 15,2,11031.3,992.817
R-7416,Hardware,Lyla Falzone  ,2017-05-11,Banda 15,2,7685.1,614.808
R-7418,Finanzas,Johnette Chapple  ,2012-08-23,Banda 17,3,22354.0,1788.32
R-7421,Ventas,Santa Brister  ,2017-06-30,Banda 16,3,18242.0,912.1
R-7427,Administration,Santa Brister  ,2017-11-05,Banda 15,3,10515.0,630.9
R-7428,Finanzas,Kelley Bonenfant  ,2014-10-10,Banda 17,3,23301.0,2330.1
R-7429,Hardware,Davina Farraj  ,2010-11-28,Banda 15,2,10056.6,905.0939999999999
R-7430,Software,Roosevelt Saleem  ,2012-01-27,Banda 15,3,11851.0,1066.59
R-7431,Software,Laverna Goble  ,2013-04-01,Banda 15,4,12276.0,613.8
R-7433,Assembly,Aretha Newbern  ,2013-08-07,Banda 15,4,11119.9,1000.791
R-7435,Assembly,Gabrielle Merriman  ,2016-09-18,Banda 15,4,9953.9,597.234
R-7436,Finanzas,Leontine Longacre  ,2012-03-28,Banda 17,3,26684.0,1334.2
R-7437,Assembly,Sarai Darosa  ,2012-06-13,Banda 15,4,11885.5,1188.55
R-7439,Software,Kandace Navin  ,2017-09-12,Banda 17,3,30964.0,1857.84
R-7442,Hardware,Juliet Pass  ,2015-01-06,Banda 19,2,42992.1,2149.605
R-7447,Assembly,Margareta Schwing  ,2013-12-17,Banda 15,4,15820.2,1423.818
R-7452,Ventas,Gabrielle Merriman  ,2012-03-18,Banda 19,3,43565.0,4356.5
R-7454,Finanzas,Elma Matheney  ,2017-05-31,Banda 15,3,14312.0,1288.08
R-7455,Software,Roosevelt Saleem  ,2014-12-12,Banda 15,4,16379.0,1146.53
R-7457,Software,Valeria Boothby  ,2011-09-26,Banda 15,2,9058.5,905.85
R-7462,Software,Willian Lahr  ,2013-03-10,Banda 15,2,8823.6,882.36
R-7463,Assembly,Jeni Buchman  ,2014-03-20,Banda 16,2,14481.0,1158.48
R-7464,Assembly,Kelley Bonenfant  ,2013-03-16,Banda 15,3,15030.0,1202.4
R-7466,Hardware,Audrea Franke  ,2011-08-15,Banda 17,3,28039.0,2523.51
R-7468,Software,Kristan Botelho  ,2014-05-19,Banda 16,2,16942.5,1016.55
R-7479,Software,Edyth Judkins  ,2012-06-22,Banda 15,1,8432.25,758.9025
R-7481,Hardware,Kimi Witter  ,2016-01-24,Banda 15,4,10002.3,900.207
R-7488,RESO,Roosevelt Saleem  ,2016-01-30,Banda 15,3,12955.0,1295.5
R-7489,Finanzas,Justa Boer  ,2014-09-19,Banda 15,3,14413.0,864.78
R-7494,Finanzas,Anastacia Delacruz  ,2014-04-08,Banda 15,5,14962.5,748.125
R-7496,Assembly,Colene Apicella  ,2015-05-04,Banda 17,4,30917.7,1545.885
R-7498,Assembly,Pandora Chang  ,2014-08-26,Banda 17,4,25236.2,2018.896
R-7499,Software,Anastacia Delacruz  ,2011-09-18,Banda 16,2,18204.3,1820.43
R-7501,Hardware,January Heslop  ,2012-09-22,Banda 15,2,13315.5,1198.395
R-7506,Hardware,Wade Landen  ,2015-07-21,Banda 16,4,24200.0,1452.0
R-7508,Hardware,Tomoko Vierra  ,2017-07-14,Banda 15,3,10572.0,951.48
R-7514,Gerencia,Herlinda Thorp  ,2014-11-21,Banda 16,3,22423.0,2018.07
R-7515,Finanzas,Ladawn Karner  ,2011-01-11,Banda 16,3,22650.0,2038.5
R-7517,Hardware,Valeria Boothby  ,2017-05-11,Banda 18,3,38192.0,2291.52
R-7520,Software,Marinda Skelley  ,2010-11-25,Banda 18,3,44566.0,3119.62
R-7521,Finanzas,Mary Herb  ,2014-11-04,Banda 17,2,19982.7,999.135
R-7522,Software,Laverna Goble  ,2013-02-01,Banda 19,4,53138.8,3188.328
R-7523,Hardware,Concepcion Sevin  ,2014-02-28,Banda 15,4,13712.6,685.63
R-7524,Ventas,Hanh Kohut  ,2012-07-23,Banda 15,2,9140.4,457.02
R-7527,Hardware,Edwardo Hardrick  ,2014-04-16,Banda 15,4,11959.2,1195.92
R-7531,Finanzas,Kimi Witter  ,2014-04-11,Banda 17,3,24555.0,2209.95
R-7533,Ventas,Veola Frase  ,2015-02-18,Banda 15,3,13421.0,1073.68
R-7538,Software,Willian Lahr  ,2015-09-16,Banda 15,3,14135.0,848.1
R-7539,Ventas,Jeni Buchman  ,2012-11-05,Banda 15,4,10896.6,871.7280000000001
R-7540,Software,Pandora Chang  ,2016-09-30,Banda 15,3,9648.0,964.8
R-7544,Ventas,Aisha Fermin  ,2013-01-17,Banda 18,2,38770.2,2713.914
R-7547,Hardware,Leontine Longacre  ,2016-06-24,Banda 16,3,15650.0,782.5
R-7550,Assembly,Heide Kardos  ,2015-08-18,Banda 15,2,9718.2,777.456
R-7558,Assembly,Aisha Fermin  ,2013-03-08,Banda 15,3,12395.0,619.75
R-7560,Hardware,Wade Landen  ,2016-12-15,Banda 15,3,12392.0,991.36
R-7564,Hardware,Santa Brister  ,2015-03-04,Banda 15,3,8288.0,663.04
R-7565,Software,Ileen Reynosa  ,2016-01-24,Banda 15,3,13088.0,785.28
R-7571,Ventas,Frankie Koester  ,2011-02-09,Banda 18,3,30051.0,1803.06
R-7574,Administration,Sterling Huston  ,2013-03-27,Banda 17,4,25804.9,2064.3920000000003
R-7575,RESO,Kimberely Houtz  ,2014-03-17,Banda 17,3,26430.0,2643.0
R-7577,Assembly,Quinn Coller  ,2016-08-19,Banda 15,3,9406.0,940.6
R-7578,Software,Santa Brister  ,2012-07-28,Banda 17,3,26039.0,1822.73
R-7582,Assembly,Gerente,2013-08-12,Banda 16,5,26002.5,2080.2
R-7595,RESO,Daysi Armas  ,2013-07-28,Banda 15,3,9053.0,452.65
R-7601,Hardware,Brigida Arzate  ,2012-04-09,Banda 19,2,51488.1,4633.929
R-7602,Ventas,Edyth Judkins  ,2016-05-04,Banda 15,2,13882.5,1110.6
R-7605,Assembly,Valeria Boothby  ,2013-09-13,Banda 15,1,9559.5,477.975
R-7606,Recursos Humanos,Trudy Gaulding  ,2012-01-24,Banda 20,4,69569.5,4174.17
R-7614,Marketing,Mayme Gorney  ,2017-05-08,Banda 17,2,19692.0,1575.36
R-7616,Software,Kimberely Houtz  ,2012-02-28,Banda 15,4,13882.0,1388.2
R-7617,RESO,Santa Brister  ,2013-06-23,Banda 16,4,24191.2,1209.56
R-7619,Gerencia,Lyla Falzone  ,2011-12-04,Banda 15,2,9736.2,584.172
R-7622,Software,Mayra Stead  ,2014-06-04,Banda 18,2,33528.6,2011.7160000000001
R-7623,Assembly,Kimi Witter  ,2015-08-22,Banda 18,3,38160.0,3816.0
R-7624,Finanzas,Leontine Longacre  ,2011-11-01,Banda 15,3,13603.0,952.21
R-7625,Assembly,Frankie Koester  ,2012-12-09,Banda 16,2,12616.2,1135.458
R-7630,Administration,Porsche Lockamy  ,2011-11-30,Banda 15,1,11115.75,778.1025
R-7637,Software,Cristopher Stroble  ,2014-08-03,Banda 15,3,14358.0,1292.22
R-7638,Assembly,Margareta Schwing  ,2015-07-20,Banda 15,2,9029.7,632.0790000000001
R-7643,Software,January Heslop  ,2010-12-09,Banda 16,2,14124.6,988.722
R-7644,Finanzas,Enrique KeRHer  ,2017-06-03,Banda 16,3,22757.0,1592.99
R-7647,Hardware,Elma Matheney  ,2016-06-25,Banda 16,4,21353.2,2135.32
R-7650,Software,January Heslop  ,2017-08-04,Banda 17,2,23053.5,1613.745
R-7651,Hardware,Quinn Coller  ,2016-09-07,Banda 16,2,19245.6,1924.56
R-7652,Assembly,Wade Landen  ,2015-12-02,Banda 15,3,12158.0,607.9
R-7659,Assembly,Laverna Goble  ,2012-03-09,Banda 15,4,11876.7,712.602
R-7661,Finanzas,Willian LaRH  ,2017-02-09,Banda 15,2,10174.5,508.725
R-7662,Ventas,Johnette Chapple  ,2012-05-02,Banda 15,3,9113.0,637.91
R-7663,Business Services,Kimi Witter  ,2012-06-17,Banda 15,4,15120.6,1058.442
R-7667,Marketing,January Heslop  ,2017-06-03,Banda 16,3,15280.0,1375.2
R-7674,Hardware,Ileen Reynosa  ,2017-06-06,Banda 15,3,10571.0,634.26
R-7677,Hardware,Kimi Witter  ,2017-01-23,Banda 16,4,17981.7,1618.3529999999998
R-7679,Software,Kimberely Houtz  ,2014-07-14,Banda 18,3,42026.0,4202.6
R-7685,Software,Elayne Gauger  ,2017-03-10,Banda 17,3,22739.0,1364.34
R-7688,Software,Nelia Sellner  ,2011-10-20,Banda 15,3,11637.0,1163.7
R-7689,Ventas,Lynne Gainey  ,2011-05-09,Banda 15,4,8856.1,885.61
R-7691,Business Services,Emmy Trader  ,2011-08-18,Banda 15,3,12329.0,616.45
R-7698,Assembly,Shenika Lamont  ,2013-11-26,Banda 18,3,43825.0,3506.0
R-7699,Hardware,Sarai Darosa  ,2015-07-15,Banda 15,5,18297.5,1463.8
R-7704,Administration,Aisha Fermin  ,2012-12-18,Banda 15,2,7518.6,676.674
R-7705,Hardware,Gaylord Damian  ,2011-05-08,Banda 15,3,11100.0,555.0
R-7707,Assembly,Gabrielle Merriman  ,2012-03-27,Banda 15,3,8234.0,823.4
R-7713,Ventas,Kelley Bonenfant  ,2013-08-06,Banda 15,4,14928.1,1044.9669999999999
R-7718,Software,Leontine Longacre  ,2013-11-21,Banda 16,2,19703.7,1379.259
R-7722,Ventas,Tomoko Vierra  ,2015-08-27,Banda 15,2,11667.6,1166.76
R-7723,Software,Kandace Navin  ,2017-06-19,Banda 20,4,116384.4,11638.44
R-7724,Assembly,Sandy Mcgrady  ,2017-01-31,Banda 16,4,16481.3,1318.504
R-7727,Software,Sandy Faison  ,2015-07-17,Banda 15,2,9266.4,648.648
R-7730,Software,Lynne Gainey  ,2014-08-11,Banda 18,3,32351.0,2264.57
R-7743,Assembly,Porsche Lockamy  ,2013-01-05,Banda 15,3,8478.0,593.46
R-7745,Ventas,Geraldo Marty  ,2017-05-11,Banda 16,4,23288.1,1863.0479999999998
R-7754,Assembly,Juliet Pass  ,2011-07-22,Banda 17,3,32642.0,1958.52
R-7755,Administration,Willian Lahr  ,2015-12-29,Banda 15,2,8220.6,739.8539999999999
R-7757,Finanzas,Edwardo Hardrick  ,2013-06-27,Banda 15,3,14298.0,1286.82
R-7764,Recursos Humanos,Idell Ding  ,2016-05-01,Banda 15,3,12018.0,961.44
R-7773,Assembly,Della Muniz  ,2017-11-04,Banda 15,2,9906.3,495.315
R-7779,Hardware,Gaylord Damian  ,2013-06-27,Banda 17,3,30673.0,2147.11
R-7780,Recursos Humanos,Ladawn Karner  ,2017-07-17,Banda 17,4,29462.4,2651.616
R-7781,Assembly,Marinda Skelley  ,2016-05-30,Banda 15,4,13201.1,660.055
R-7783,Software,Brigida Arzate  ,2011-08-25,Banda 17,3,25986.0,2598.6
R-7788,Recursos Humanos,Graciela Hufford  ,2011-04-30,Banda 17,4,27137.0,2713.7
R-7793,Recursos Humanos,Sterling Huston  ,2016-06-25,Banda 18,3,40198.0,4019.8
R-7794,Ventas,Juliet Pass  ,2013-08-17,Banda 15,2,8316.9,831.69
R-7801,Gerencia,Lyla Falzone  ,2011-05-29,Banda 15,3,14519.0,1451.9
R-7804,Assembly,Anastacia Delacruz  ,2012-06-16,Banda 15,3,10658.0,959.22
R-7805,Finanzas,Jayme Tolleson  ,2013-10-10,Banda 15,2,12225.6,978.048
R-7808,Software,Cristopher Stroble  ,2015-07-02,Banda 16,3,19971.0,1597.68
R-7811,Hardware,Roosevelt Saleem  ,2013-02-02,Banda 15,2,11100.6,666.0360000000001
R-7813,Software,Susanna Vosburgh  ,2017-01-28,Banda 15,3,14865.0,1189.2
R-7816,Assembly,Sandy Faison  ,2012-08-17,Banda 15,3,8080.0,727.2
R-7818,Software,Gemma Percell  ,2014-03-11,Banda 16,3,20575.0,1646.0
R-7821,Assembly,Jeane Putney  ,2015-09-03,Banda 15,2,11439.0,915.12
R-7822,Business Services,Cristopher Stroble  ,2017-01-06,Banda 16,4,21891.1,1532.3770000000002
R-7825,Assembly,Leontine Longacre  ,2014-02-07,Banda 15,3,8761.0,613.27
R-7834,Software,Marinda Skelley  ,2017-05-31,Banda 15,4,13215.4,925.078
R-7836,Software,Tyrell Herrmann  ,2016-05-27,Banda 15,3,14163.0,1274.67
R-7837,Software,Erich Gattis  ,2016-07-18,Banda 15,2,11143.8,668.628
R-7838,Ventas,Mayme Gorney  ,2017-08-15,Banda 15,3,14062.0,984.34
R-7839,Business Services,Tanner Cambridge  ,2017-04-22,Banda 17,5,40882.5,2452.95
R-7844,Business Services,Shenika Lamont  ,2016-03-18,Banda 15,3,11981.0,718.86
R-7848,Assembly,Marinda Skelley  ,2010-12-16,Banda 16,4,16215.1,972.9060000000001
R-7849,Software,Charisse Weist  ,2015-06-25,Banda 15,3,11387.0,910.96
R-7852,Assembly,Tyrell Herrmann  ,2013-08-31,Banda 16,5,19832.5,1784.925
R-7855,Hardware,Johnette Chapple  ,2014-09-23,Banda 17,2,26094.6,2348.514
R-7862,Assembly,Roosevelt Saleem  ,2012-02-13,Banda 20,3,118150.0,9452.0
R-7869,Software,Elton Verrier  ,2016-04-29,Banda 15,3,9347.0,654.29
R-7872,Software,Lynne Gainey  ,2011-08-25,Banda 15,4,9621.7,481.085
R-7878,Assembly,Krystyna Summerlin  ,2015-02-22,Banda 15,2,11638.8,814.716
R-7882,Assembly,Elayne Gauger  ,2015-02-21,Banda 15,3,10862.0,651.72
R-7889,Software,Jeni Buchman  ,2016-07-13,Banda 16,3,14585.0,1312.65
R-7896,Hardware,Sarai Darosa  ,2016-05-16,Banda 15,3,8320.0,582.4
R-7902,Assembly,Henry Maberry  ,2013-06-28,Banda 15,3,10789.0,1078.9
R-7903,Finanzas,Clara Lamas  ,2012-07-26,Banda 16,2,14601.6,876.096
R-7909,Assembly,Audrea Franke  ,2016-10-04,Banda 15,5,11747.5,1057.275
R-7911,Software,Gaylord Damian  ,2016-12-06,Banda 16,3,16497.0,1319.76
R-7915,Ventas,Elayne Gauger  ,2012-10-05,Banda 15,4,15951.1,957.066
R-7927,Assembly,Candelaria Loya  ,2016-11-09,Banda 16,1,11587.5,927.0
R-7930,Software,Daysi Armas  ,2011-10-06,Banda 15,3,9390.0,751.2
R-7936,RESO,Clara Lamas  ,2015-05-02,Banda 19,4,52226.9,4178.152
R-7937,Assembly,Emmy Trader  ,2014-10-19,Banda 15,5,15415.0,1541.5
R-7938,Marketing,Audrie Ehlert  ,2016-04-06,Banda 15,3,13059.0,1175.31
R-7940,Administration,Heide Kardos  ,2016-10-03,Banda 15,3,13225.0,925.75
R-7942,Software,Shenika Lamont  ,2016-08-11,Banda 17,4,30728.5,2765.565
R-7943,Software,Sandy Faison  ,2011-02-12,Banda 15,5,16580.0,1492.2
R-7944,Hardware,Shonta Stefan  ,2012-06-19,Banda 15,2,9840.6,885.654
R-7945,Business Services,Leontine Longacre  ,2013-05-23,Banda 16,3,17251.0,1207.57
R-7946,Software,Nelia Sellner  ,2015-05-03,Banda 15,2,11509.2,575.46
R-7949,Finanzas,Charisse Weist  ,2014-11-05,Banda 15,3,9832.0,983.2
R-7950,Assembly,Aisha Fermin  ,2017-02-04,Banda 16,4,25274.7,1263.735
R-7951,Ventas,Enrique KeRHer  ,2013-12-27,Banda 17,3,25420.0,2542.0
R-7952,Software,Margarete Sauer  ,2017-02-20,Banda 15,3,15192.0,1367.28
R-7954,Hardware,Geraldo Marty  ,2011-08-26,Banda 16,1,14519.25,1306.7325
R-7957,Assembly,Edyth Judkins  ,2011-01-16,Banda 17,4,23333.2,2333.32
R-7960,Ventas,Audrea Franke  ,2014-08-14,Banda 20,4,86436.9,8643.69
R-7967,Marketing,Graciela Hufford  ,2012-07-18,Banda 15,3,13753.0,1237.77
R-7968,Hardware,Kandace Navin  ,2010-12-18,Banda 15,2,10442.7,522.135
R-7970,Assembly,Mayra Stead  ,2016-06-28,Banda 19,4,62741.8,3137.09
R-7971,Hardware,Sha Desimone  ,2015-11-13,Banda 15,4,10854.8,976.932
R-7972,Ventas,Gabrielle Merriman  ,2017-06-29,Banda 16,3,17343.0,1734.3
R-7973,Hardware,Anastacia Delacruz  ,2012-04-28,Banda 15,3,12822.0,1025.76
R-7975,Assembly,Brigida Arzate  ,2015-12-10,Banda 15,4,16775.0,838.75
R-7978,Assembly,Porsche Lockamy  ,2012-09-02,Banda 17,2,23324.4,1166.22
R-7983,Software,Saundra Smiddy  ,2014-05-03,Banda 15,3,10828.0,866.24
R-7992,Software,Lindsey Eckel  ,2013-09-27,Banda 15,3,12847.0,1284.7
R-7993,Hardware,Elton Verrier  ,2012-12-22,Banda 16,3,20935.0,1046.75
R-7996,Finanzas,Nena Custis  ,2015-10-16,Banda 15,4,8940.8,447.04
R-8002,Gerencia,Adelia Monty  ,2012-10-23,Banda 18,5,51185.0,2559.25
R-8004,Ventas,Jordon Deschamp  ,2011-06-22,Banda 16,3,19634.0,1963.4
R-8005,Assembly,January Heslop  ,2013-10-18,Banda 17,4,32067.2,2244.7039999999997
R-8007,Ventas,Lourie Ealy  ,2017-09-03,Banda 15,2,10053.9,1005.39
R-8008,Ventas,Kandace Navin  ,2010-11-13,Banda 15,5,13811.25,966.7875
R-8014,Hardware,Tomoko Vierra  ,2013-10-17,Banda 15,4,15327.4,1072.9180000000001
R-8020,Assembly,Mayme Gorney  ,2016-08-09,Banda 20,5,116675.0,7000.5
R-8021,Administration,Justa Boer  ,2015-07-09,Banda 15,4,10226.7,1022.67
R-8024,Software,Charisse Weist  ,2015-04-02,Banda 15,2,9691.2,872.2080000000001
R-8030,Hardware,Susanna Vosburgh  ,2015-12-15,Banda 15,3,9413.0,564.78
R-8032,Marketing,Elayne Gauger  ,2017-08-15,Banda 15,4,11485.1,1033.6589999999999
R-8034,Assembly,Marinda Skelley  ,2010-12-05,Banda 15,4,9858.2,788.6560000000001
R-8038,Software,Elma Matheney  ,2016-12-16,Banda 15,2,10517.4,946.566
R-8041,Hardware,Tyrell Herrmann  ,2012-10-25,Banda 17,4,29631.8,2666.862
R-8042,Software,Veola Frase  ,2012-02-28,Banda 15,4,9609.6,960.96
R-8044,Hardware,Juliet Pass  ,2016-05-27,Banda 16,4,21781.1,1960.299
R-8050,RESO,Saundra Smiddy  ,2012-06-20,Banda 15,3,8074.0,565.18
R-8052,Assembly,Nathalie Boettcher  ,2012-07-13,Banda 15,3,14200.0,1420.0
R-8056,Administration,Sarai Darosa  ,2013-05-09,Banda 19,4,49833.3,2491.665
R-8063,Software,Tomoko Vierra  ,2011-04-09,Banda 15,3,14229.0,1422.9
R-8064,Software,Sha Desimone  ,2013-07-16,Banda 15,1,9273.75,649.1625
R-8075,Hardware,Brigida Arzate  ,2015-11-24,Banda 18,3,44847.0,2690.82
R-8078,Software,Kimi Witter  ,2016-06-09,Banda 18,2,35949.6,1797.48
R-8081,Assembly,Kimi Witter  ,2012-08-08,Banda 15,3,11867.0,949.36
R-8082,Hardware,Graciela Hufford  ,2016-06-29,Banda 15,2,7434.0,446.04
R-8083,Software,Geraldo Marty  ,2014-12-05,Banda 17,3,32925.0,1975.5
R-8084,Assembly,Marinda Skelley  ,2015-12-22,Banda 15,4,12079.1,603.955
R-8088,Administration,Porsche Lockamy  ,2012-05-24,Banda 17,2,26177.4,1832.418
R-8090,Software,Herlinda Thorp  ,2017-10-10,Banda 15,3,8782.0,702.56
R-8097,Hardware,Concepcion Sevin  ,2014-06-17,Banda 17,2,24758.1,1237.905
R-8098,Assembly,Valeria Boothby  ,2012-01-29,Banda 15,4,12357.4,617.87
R-8103,Hardware,Elton Verrier  ,2010-12-02,Banda 17,4,28701.2,2870.12
R-8105,Assembly,Davina Farraj  ,2014-02-24,Banda 16,3,18285.0,1279.95
R-8110,Ventas,Shannan Dingess  ,2017-10-24,Banda 17,3,22753.0,1592.71
R-8111,Ventas,Audrie Ehlert  ,2011-04-06,Banda 16,4,18421.7,921.085
R-8112,Hardware,Edwardo Hardrick  ,2013-09-14,Banda 17,3,26676.0,2134.08
R-8115,Assembly,Graciela Hufford  ,2016-07-22,Banda 16,2,14127.3,847.638
R-8118,Hardware,Shannan Dingess  ,2013-10-28,Banda 17,3,24594.0,1475.64
R-8119,Assembly,Jeane Putney  ,2012-11-30,Banda 17,4,23752.3,1662.661
R-8121,Business Services,Kimberely Houtz  ,2015-04-23,Banda 16,4,23410.2,1404.612
R-8122,Recursos Humanos,Noble Portis  ,2011-05-11,Banda 17,3,28466.0,2561.94
R-8124,Software,Emmy Trader  ,2014-05-17,Banda 15,2,11614.5,1045.305
R-8125,Assembly,Colene Apicella  ,2017-03-16,Banda 17,5,30662.5,3066.25
R-8126,Administration,Clara Lamas  ,2017-02-06,Banda 15,3,11693.0,935.44
R-8131,Software,Enrique Kehrer  ,2016-09-02,Banda 15,3,12891.0,773.46
R-8137,Software,Jayme Tolleson  ,2016-05-24,Banda 15,3,13833.0,691.65
R-8139,Finanzas,Aisha Fermin  ,2016-02-22,Banda 16,4,19087.2,1717.848
R-8145,Recursos Humanos,Sterling Huston  ,2014-03-18,Banda 15,4,14997.4,899.8439999999999
R-8146,Hardware,Ladawn Karner  ,2012-12-10,Banda 15,3,11781.0,1178.1
R-8147,Assembly,Della Muniz  ,2016-11-17,Banda 17,2,19604.7,1372.329
R-8151,Assembly,Shannan Dingess  ,2014-05-15,Banda 17,4,23269.4,2326.94
R-8152,Assembly,Noble Portis  ,2015-09-26,Banda 16,2,20337.3,1626.984
R-8153,Hardware,Audrie Ehlert  ,2012-09-12,Banda 17,4,29824.3,2982.43
R-8155,Hardware,Lourie Ealy  ,2012-07-14,Banda 15,2,11095.2,887.6160000000001
R-8156,Assembly,Ladawn Karner  ,2015-07-28,Banda 15,4,11508.2,920.6560000000001
R-8159,Assembly,Daysi Armas  ,2012-09-22,Banda 15,3,13927.0,974.89
R-8160,Marketing,Audrea Franke  ,2011-03-12,Banda 15,4,15046.9,1354.221
R-8162,Hardware,Heide Kardos  ,2014-03-09,Banda 15,5,16442.5,1644.25
R-8168,Software,Porsche Lockamy  ,2012-04-30,Banda 15,5,18758.75,937.9375
R-8170,Hardware,Colene Apicella  ,2012-06-09,Banda 17,3,26621.0,2129.68
R-8171,Hardware,Audrie Ehlert  ,2011-08-25,Banda 15,4,11370.7,795.949
R-8172,Gerencia,Saundra Smiddy  ,2013-08-02,Banda 20,2,100134.9,7009.443
R-8173,Assembly,Veola Frase  ,2013-03-21,Banda 17,4,32234.4,3223.44
R-8182,Hardware,Sandy Mcgrady  ,2014-08-06,Banda 17,2,28784.7,2014.9289999999999
R-8189,Finanzas,Coreen Washer  ,2013-06-13,Banda 16,2,16750.8,1675.08
R-8194,Finanzas,Porsche Lockamy  ,2015-01-20,Banda 15,5,15221.25,913.275
R-8198,Assembly,Frankie Koester  ,2011-08-20,Banda 15,5,19372.5,1162.35
R-8201,Hardware,Herlinda Thorp  ,2011-05-20,Banda 15,3,13150.0,1052.0
R-8204,Software,Tomoko Vierra  ,2014-09-15,Banda 15,3,15117.0,907.02
R-8206,Marketing,Juliet Pass  ,2014-07-21,Banda 15,3,14176.0,992.32
R-8213,RESO,Saundra Smiddy  ,2017-02-08,Banda 16,4,23905.2,1434.3120000000001
R-8222,Ventas,Quinn Coller  ,2011-12-16,Banda 15,3,9451.0,661.57
R-8224,Software,Gabrielle Merriman  ,2015-01-06,Banda 16,3,17177.0,1030.62
R-8232,Marketing,Jordon Deschamp  ,2012-10-06,Banda 15,3,9550.0,764.0
R-8238,Ventas,Aretha Newbern  ,2016-12-24,Banda 15,5,12208.75,854.6125
R-8243,Administration,Kelley Bonenfant  ,2013-03-02,Banda 20,3,113487.0,5674.35
R-8247,Ventas,Leontine Longacre  ,2013-08-16,Banda 16,2,20334.6,1423.422
R-8248,Software,Sarai Darosa  ,2017-10-31,Banda 20,2,79819.2,7183.728
R-8252,Administration,Kandace Navin  ,2013-06-12,Banda 16,3,20934.0,1674.72
R-8256,Assembly,Erich Gattis  ,2016-02-02,Banda 16,2,13709.7,822.582
R-8258,Recursos Humanos,Nathalie Boettcher  ,2012-06-22,Banda 15,3,15429.0,1388.61
R-8259,Assembly,Anastacia Delacruz  ,2013-03-22,Banda 16,3,22791.0,2051.19
R-8260,Ventas,Daysi Armas  ,2011-08-14,Banda 17,3,22204.0,1776.32
R-8273,Administration,Audrie Ehlert  ,2011-08-24,Banda 15,3,14710.0,735.5
R-8274,RESO,Tanner Cambridge  ,2017-03-15,Banda 16,4,21921.9,2192.19
R-8278,Finanzas,January Heslop  ,2014-10-22,Banda 20,3,70288.0,5623.04
R-8282,Assembly,Lourie Ealy  ,2014-02-13,Banda 15,3,13250.0,1325.0
R-8284,Gerencia,Kandace Navin  ,2012-10-12,Banda 16,3,21595.0,1727.6
R-8287,Hardware,January Heslop  ,2013-10-13,Banda 15,2,12721.5,1017.72
R-8298,Ventas,Gemma Percell  ,2015-03-20,Banda 15,3,13181.0,1186.29
R-8302,Hardware,Gabrielle Merriman  ,2012-11-25,Banda 15,2,8260.2,743.418
R-8307,Hardware,Lyla Falzone  ,2016-12-26,Banda 17,3,30181.0,1509.05
R-8308,Hardware,Lourie Ealy  ,2011-04-12,Banda 18,2,28778.4,2877.84
R-8313,Software,Nathalie Boettcher  ,2015-09-09,Banda 15,4,12965.7,1166.913
R-8316,Finanzas,Wade Landen  ,2014-05-21,Banda 17,2,18984.6,1898.46
R-8317,Assembly,Nelia Sellner  ,2011-10-24,Banda 15,3,13432.0,1208.88
R-8322,Assembly,Charisse Weist  ,2013-05-23,Banda 15,3,13652.0,955.64
R-8323,Software,Gemma Percell  ,2012-07-07,Banda 15,3,10501.0,1050.1
R-8325,Assembly,Nena Custis  ,2015-11-04,Banda 16,4,19670.2,1376.914
